score;content
2;"Isi pulsa 50k.. saldo berkurang, pulsa sampai skrg enggak masuk"""
1;Baru download, ternyata ribet susah login, pas cek koment2 nasabah ternyata masalahnya sama
1;Lemot
5;Barusan kirim pulsa ke gopay malah hilang dana yg di krim ngak ke kirim ke no saya
5;Mantap
5;Bgus lh
1;Jelek
1;Akun hilang tanpa sebab, kode aktivasi kadaluarsa padahal baru diminta, login lemot padahal sudah pakai jaringan terbaik
1;Kalau belum siap melayani konsumen jangan bikin aplikasi😅
2;"Napa tiap login ""aktivasi tidak tersedia"" mulu Udah mau sebulan kaga bisa2."
5;Bisa bayar shope paay iconnent dll mungkin lebih berguna dan efesin
5;Good
2;Tidak ada keterangan jumlah paket data dalam pembelian
1;Aplikasi CACAT. TF ke bank lain gk bisa
1;Knp tdk bisa di aktivasi ya..? Tlong bntu jwab donk..
1;Error terus setiap mau buka -_-
3;Bintang 4 kalo udah bisa top up shopeepay ya
1;Apknya GK bisa transfer ke bank lain
1;Tolong dong servernya di perbaiki Masa kalo mau TF saldo ke potong tapi gak sampe ke rek tujuan Terus mau beli voucher di BSB mobile banking masa saldo kepotong tapi pulsanya gaknyampe juga Sumpahhh ya kalau masih belum siap atau belum Mateng aplikasinya jangan di tampilin Ini yg ke dua kali kejadian Dikira enak apa ngurus ke bank bolak balik Mana di suruh nunggu duitnya gak langsung di balikin!!!!!!
5;Sangat membantu
1;Apk cac*t
1;Banking gblok
5;Mntapppp
4;Kita coba dulu
1;inii tolongg yaa bank sumsel mbangking ya itu,eror mulu Qris sering kepotong pengerjaannya lama banget padahal uangnya butuh banget ga niat amat bikin mbangking tolol
2;Bank lain sudah bisa transfer menggunakan BI fast, namun bank ini belum bisa. Agak terlambat perkembangannya, dan untuk tarik tinai cardless sering bermasalah tdk semua atm berhasil.
1;Appnya gak gunaa, qirs tidak masuk tapi saldo terpotong. 2 minggu lapor cs gak ada perubahan, makan mending jangan transaksi pake mbanking, bukan mempermudah tapi malah *MEMPERSULIT*
5;Mohon tambahkan aplikasi buat bayar PLN pak Adm,biar lebih lengkap
1;Mobile bankingnya hanya bisa digunakan pas jam kerja diluar jam kerja dan hari libur off ga bisa di akses.. dihari kerjapun terlalu sering error. Kurang bermanfaat jadinya masak mobile banking tp ga 24 jam 🤔
5;"Assalamualaikum...kak kenapa ya bsb ini sering eror ya, ngga bisa di buka appsnya, tolong untuk kedepannya di permudah penggunaan agar org"" dengan mudah mengakses apps BSB ini, servernya tolong di perbaiki lagi dan kekurangannya.... terimakasih"
4;Kemaren pernah transfer ke ke gopay, eh gak bisa ke kirim alias gagal, hilang uangku meski gak banyak. Rupanya selang beberapa minggu entah berapa minggu hitungannya, uang yang gagal di transfer Alhamdulillah balik lagi dg jumlah yang sama. Makasih banget, meski tampilannya sederhana tapi cukup keren buatku, gak bikin bingung pengguna
1;Jengkel banget padahal cuman mau transfer eehh kok gagal terus lama2 2x ulang malah dblokir , mana buka apknya lama banget
1;Sya topup dana pake QRIS DANA LRWAT bank sumsel tangal 5 febuari 2023 sampe deti ini gak masuk dananya gimana nih mau liat history malah gabisa di buka detailnya .gada kejelasan sampe sekarang
1;Aplikasi sangat buruk,, gua tranfer uang ke aplikasi dana saldo gua berkurang tapi blm masuk ke dana,, liat di bukti tranfer semua gagal, tpi saldo tetap berkurang, itu bagaimana solusinya.
1;Kenapa sering eror saat melakukan cek transaksi. Tiba tiba force close dan terblokir. Isi aplikasi juga belum lengkap transaksinya Aplikasi. merepotkan gajelas ini urusan duit woii salah dikit pengguna yg tekor kalian enak aja enak kalau tanggung jawab👽👿👿👿👿 Ingat ya saldo juga sering kepotong tanpa ada pemberitahuan ya walaupun nominalnya ga begtu besar tapi kalau tiap pengguna dipotong ? Kali aja persekiannya wah ini bener bener bank ga beres ternyata ,, najisss
1;Setiap buka respon aplikasinya sangat lambat, TAMPILAN menunya sangat jelek, sama sekali tidak menarik. Harus di rubah Total tuh tampilannya seperti bank lain yang bagus bagus tampilannya. Cara login belum bisa dengan Finger print, masih sangat ketinggalan..
5;Bagus
1;Aplikasi sampah... Mau aktivasi data tidak ditemukan terus 👎🏼
1;Bikin ATM Sumsel Babel kenanya 20ribu ini kenapa tiba tiba di potong lagi saldo saya 15ribu
1;si paling mudah error.., sdh banyak keluhan tp tdk ada perbaikan,
1;Aplikasi payah,tidak bisa mengecek transaksi keluar masuk uang...
1;Peringatan 128 : Pesan Error tidak diketahui
1;Pas mau cek saldo dan aktivitas yg lain mlah eror, uda ke bank katanya nmornya tidak terdeteksi dan tidak ada titik terang, jd m bankingnya katik guna, dissapointed. Ayo dong ditingkatkan lagi
1;Tidak bisa aktivasi
5;User
5;Mantap
1;Suka eror
1;Tolong diperbaiki lagi sistem untuk transfernya.. karena benar² sangat ribet TDK seperti aplikasi di bank² lainnya,trs utk biaya ADM tf ke sesama Sumsel kenapa dpt potongan 1rb, dan utk tf ke bank lain terlalu besar potongannya 6500. Semoga aplikasi bank Sumsel Babel bisa lebih baik LG agar pengguna LBH mudah utk melakukan transaksi..
5;Ok
1;Blm prof, msh banyk yg perlu di perbaiki, sdh jelas tidak salah id & sandi eh di bilang salah, suruh aktifasi ulang, malah diblokir, aneh. Sangat tidak memuaskan. Beda sekali dgn BCA atau BNI, ketinggalan jauhhhh.. 👎👎👎👎
3;tolong dong sudah 2 kali transfer gagal trus saldo terpotong, memang saldo bisa kembali tapi kan waktunya lama, terkadang ada kepentingan mendesak
5;Sangat puas
1;Aplikasi busuk. Lelet anjiiiiing
5;Bank sumsel babel
4;Apknya sudah Bagus tapi untuk fiturnya tolong di tambahin untuk top upnya. Terima kasih.
2;Cara mengembalikan akun yg terblokir gimana
1;Server tidak stabil
1;BSB parah banget saya transfer uang tidak masuk mau di laporkan, tapi bingung gx ada kontaknya, gx ada customernya di aplikasi bsb tolonglah di update lagi aplikasinya
5;Baik sekali
5;Kerja sama sama Shopee min
4;Bisa tau info tentang debit dan kredit
1;"Aplikasi gak jelas... No.rek sm no.kartu yg jls2 dpake... didaftarkan malah ""data tidak ditemukan""😴😴😴"
1;App gk jelas aktivasi aja ngak bisa yang erorlah id. Gk terdeteklah apalah udah jelas2 nomor udah sama ama buku dan nomer kartu masih aja ndk bisa. App sampah
1;APLIKASI GAGAL, NAMA NYA AJA BANK DAERAH BANK ORANG KAMPUNG..PANTAS BANYAK YANG KASIH BINTANG 1. BIKIN APLIKASI AJA GAK JELAS, TU YANG COMENT RATA² SEMUA SAMA TIDAK ADA TANGGAPAN...PELAYANAN KURANG FITUR KURANG, MINUS SEMUA. MENDING IT NYA BELAJAR LAGI SAMA IT BCA..#LOL
2;Cara masuk ke akun ny gmna bos
1;Aplikasi cacat, kenapa saya katakan demikian ? Saldo saya pernah terpotong 2 kali, untungnya dibalikkan, dari sana saya berhenti menggunakan BPD BSB, secara Fiturnya yang masih minim, Aplikasi sering error dan sering memotong saldo nasabah tanpa kejelasan, BSB jika anda tidak update dan mendengarkan keluhan nasabah anda yakinlah BPD BSB akan bangkrut seiring dengan berkembangnya zaman.
1;Sangat susah aktivasi, sudah coba 3 kartu msh jg tidak bisa.. Pdhl saldo ada, pulsa ada, sinyal kuat.. Tolong diperbaiki bos, bank daerah palembang masa gini
1;Hm kecewa sm bsb, masih bnyak perbaikan ini disistem mulai dr qrish yg otomatis terpotong di tokonya gak masuk, trus gagal transaksi tp udah kepotong dan hari ini mobile saya ke blokir
1;Pelayanan super jelek, masa utk urusan saldo yg terdebet 2x pd saat topup bsb Cash namun gagal masuk, harus ke datang ke bank, buat apa call centre, kapok jd nasabah bank ini.. 😪😤😠
3;kenapa ulasan pengguna BSB Sumsel Babel pada bintang 1 semua? Apakah pihak terkait aplikasi ini tidak pernah memperbaiki apk tsb? Saya sudah sering merasakan ketidaknyamanan apk ini!! Saya pikir cuma lg gangguan aja? Tolong pada pihak terkait memperbaiki apk ini, Agar tidak merugikan orang banyak, thanks you👍 SEMOGA KEDEPANNYA LEBIH BAIK LG📍NOTED BANG
1;Perlu diperbaiki lagi setiap mau masuk harus login mulu fitur didalamnya dibanyakin lagi seperti bisa salin nomor rekening dan tidak ada notifikasi dari apk uang masuk ataupun keluar mohon diperbaiki dan dikembangkan lagi
5;Aplikasi sngat membantu..
5;Seneng bgt refund dana yg tidak masuk tergolong cpt, butuh 3 hari kerja. Terimakasih bank sumsel babel
5;Tolong beri tau bagaimana cara aktivasi yg benar
5;oke
1;Sangat tidak rekomend, ribet, dan bbrp kali transaksi gagal, coba lebih di baguskan lagi buat aplikasinya biar penggunanyaman,
5;Sangat bagus 👍👍👍👍👍
5;Alhamdulillah
1;Parah banget. Gk bisa login. App gk guna
1;Transfer gagal saldo kepotong aplikasi parah.
1;Aplikasi gak jelas udah 2 kali transaksi gagal kok saldonya kepotong pas di di telpon gak ada kejelasan hampir 200 ribu saya rugi bagi kalian bank 200 ribu bukan apa apa tapi bagi saya udah dapat Pampers anak sama susu itu
2;Buruk, lelet, susah di buka. Sealu aktivasi
5;👍
5;Sangat baik dan pasti keamanannya terjamim
1;Cek saldo aja gak bisa
5;Ok
5;Mantap
2;Tlg di perbaiki, susah benar gunakannya Tdk sperti bank lain simpel Mohon di perbaiki lagi, biar lebih joss
1;Jaringan lelet, padahal main game lancar
1;Tolong ya untuk BSB di perbaiki lagi Saya transaksi 2x, ketrangan selalu gagal tapi saldo berkurang Hilang 1jt Mana tangung jawabmu
1;Sangat sangat mengecewakan, erornya gak abis abis
5;BSB MANTAP KEREN ABIS.....!!!
3;Saya kesulitan buat aktivasi ulang. Apliaksi gk bisa lanjut ke aktivasi hanya keluar aktivaai di sms saja
1;Aplikasi cacat, ngabisin RAM.
1;Stiap mau login masak harus aktifasi ulang trus ada solusi gak selain harus ke cs, uda bolak balik ni ke cs
5;Harus lapor ke cabang kalau habis instal ulang aplikasi ,sungguh MEREPOTKAN ,bank lain berlomba lomba memudahkan, ini malah merepotkan, ANEH
1;Aplikasi sampah... Cuma tarik quota
1;Kenapa ya didownload kok tertunda trus? Kuota & jaringan saya aman. Mau aktivasi internet banking gak bisa, padahal waktunya cuma 1x24. Bagaimana ini konfirmasinya?
5;Bunga untuk ngesek
2;Kok lelet ya
1;Kurang bgs error' mulu
1;Parah banget saya udah dia kali transaksi gagal tapi saldo kepotong, kemarin saya dm coba di telpon, habis di telpon saya coba wa, habis wa malah coba email, gimana ini saldo saya dua kali transaksi gagal tapi saldo terpotong terus ga ada kejelasannya hadehhhh
1;Tiap kali mo cek mutasi rekening munculnya : visionlink not online.. Kira2 kenapa tuh ?
1;"Dikit"" OTP mulu Ini mungkin pegawai banknya kalo mau berak dimintain kode OTP juga"
5;Membantu sekali
1;Uninstal aja Minta Aktivasi Terus bikin ribet & bikin males
1;"Menggunakan Bank SumselBanel hanya untuk keperluan kuliah, inipun ribet minta ampun, pas mau transfer gak bisa, ket. ""no rek tidak ditemukan"" anehh.. mana pas ke palayanan CSnya judes gak ada ramah tamahnya sama sekali, pelayanan lama.. Sumsel km6 h.burlian palembang😌"
1;Makin lama makin payah aplikasiny
1;Kenapa aplikasinya sring eror .dan minta aktivasi ulang tpi gk bisa2
1;MBANKING BSB GA BERES KEBANYAKAN BUG. TRANSAKSI APAPUN GA BISA SEKALI NGEBUG. TEAM IT NYA SEKOLAH DIMANA . NGURUS GINIAN GA BECUS, MAKAN GAJI BUGA
1;Jelek
5;Ok
2;Sering error.. mengecewakan
5;Sejauh ini sudah baguss min, tp tolong lengkapi jga Virtual Account ny min, dan tolong Sediakan jga ATM setoran utk wilayah cabang tanjung enim
5;Sangat puad
1;Sangat buruk klau keseringan transper pasti keluar aplikasi anehh
1;Eror
5;Bsb mobile banking mempermudah dalam proses transfer uang baik itu sesama sumsel ataupun bank lainya. Bsb is the best
1;Jelek banget aplikasinya. Masa mbankingnya tidak bisa transfer. Sudah ke bank cabang malah csnya bingung. Gimana sih
1;Eror mulu..saldo masih pula..hadeh
1;Aplikasi kebanyakan error, cacatt, setiap mau login disuruh aktivasi ulang, kadang jg ada bacaan sim card tidak terdeteksi padahal kartu terpampanv jelas aktif. Riwayat transaksi jg kadang ilang. Aplikasi cacattt
1;Ini parah top up d sini, bacaan gagal tp saldo berkurang. Berapakali coba tetap gagal dan saldo tetap berkurang
1;nama : eriza perdana tolong kembalilan uang saya sebesar 200rb, saya melakukan Top up ke DANA memakai Qris Bank sumsel. status berhasil tetapi Saldo DANA tidak masuk sama sekali. tolong kembalikan uang saya!!
1;Error melulu, kapan bagusnya...hadewwwww
4;Kenapa dri smlm gk bisa transaksi,
2;Gangguan terus mbanking transfer dx bisa2 dri kemaren 2
1;Masa transfer ke sesama bank Sumsel Babel ada biaya admin. Kemudian saat melakukan pengisian saldo dompet digital menggunakan QRIS 2 transaksi gagal. Tetapi saldo rekening saya berkurang. Parah banget
1;Gak bisa aktivasi, keterangan data tidak di temukan
1;Sdh 6 hri dan sudah 3x sama hari ini saya hapus trus dwnld lagi tapi masih tidak bisa untuk transfer melalui bsb. Ada apa ??
1;Saya sangat kecewa, masak mau daftar akun ga bisa² udah download apknya berulang² masih aja tetep ga bisa
5;Is the best
1;Waduh reviewnya banyakan *1. Banyak komen negatif tidak ditanggapi. Jadi ngeri pakai aplikasi ini.
5;Puas
4;Ok
1;KINTIL
3;BSB nih ngapola kalo ujan dikit mulailaa dk biso di transaksi liat mutasi be dk biso. Status vision link not online. Padahal jaringan internet la baguss buka apo2 lancar eh ke BSB dk biso
3;tlg diperbaiki, di hp saya samsung s10+ akhir2 ini tdk bs transaksi terutama transfer. Saya sudah telpin callcentre, katanya tunggu 2hari. TLG DIPERBAIKI
1;Kenapa transaksi pulsa tidak masuk2.. padahal saldo sudah berkurang... Buat kalian yang liat komen mnding jangan gunakan mobile banking ini...ga ada gunanya..hati2 kalau transfer saldo ilang tapi transaksinya nggak ada..kecewa kami
3;Sering mengalami eror pada aplikasi saat ingin mentransfer, selalu mengalami gangguan.
1;Kecewa brat nih aflikasi,masak pas masukin nama penguna SM sandi tulisannya akun anda diblokir,trus sy msuk aktipitas trus masukin nomer kartu atau rekening SM nomer hp tp pas diblas masalah jringa,tolong dong diperbaiki
1;Aplikasi lelet, dak bisa update pembaruan aplikasi, tolong segera diperbaiki
1;Apk mak pilat
5;Semog makin jaya jaya jaya
5;Sangat membantu is the best apk
1;Dak jelas
2;Gimana nih Masa Gk Bisa Transferr ..jngan kan Ke Lain Bank ,Kesesama Bank Aja Gk Bisa 🤔🤔😒
1;Apdate aja susah, belum kalau transfer. Ribet bener
5;Sangat bermanfaat
5;Menyenangkan
1;kenapa ga bisa transaksi udah 3 hari.. ga boleh ngomng kasar tapi anj
4;Tingkat ke amanan yang sangat baik dan terus tingkatkan lagi
5;Mantap
4;Agak sedikit rumit saat transaksi ke bank lain, dan fitur untuk top up e-wallet masih sangat kurang
1;Aplikasinya lemot
5;Aplikasi bermanfaat Sukses dan makin maju BSS Babel
1;"selalu gangguan saat akan transaksi tiba"" log out sendiri, sudah ke bank minta diperbaiki masih juga erorr."
1;ga jelas banget ini mah sumpah, kebanyakan error, ga membantu sama sekali malah bikin repot
1;Tlg diperhatikan lg aplikasi ini, byk kurangnya,,,
5;Seneg bisa punya mbanking, masukan buat develover tolong di kasih sidik jari ya biar mempermudah saat login dan transaksi
4;Good
5;Mantap.....
3;Klo mau trf pake kode otp mulu, ribet.
4;Sangat membantu
1;KACOOK KAU PILATT.. LEMOT BANGET.. MAU NGIRIM 100 JADI 400 TERKIRIM
4;"Sepertinya belum kompatibel dengan android 13. Selalu ada keterangan ""terjadi masalah di sistem kami"" er:104"
1;Tidak bisa upda te aplikasi
5;Ok
5;Bagus sudah bisa di unduh.
1;Aplikasi ampas gk bisa-bisa update mentok 99%.
5;Ngapo dak pacak aktifasi mobile banking ini? Tolong bantuannyo admin BSB. Kalo lah biso full star.
4;Sudah bagus tapi tolong di tambah pembayaran Virtual Account ke E-commers...seperti shoope pay dll
5;Mempermudah sekali
1;Ribet..dikir' update..dikit' updatw. Gak bermutu bner in..beda sma Bank' lain
5;Sangat membantu
4;Tolong ya nanti ke depannya bisa transfer sesama bank Sumsel Babel tak perlu yang namanya pakai Email. Tidak semua orang punya Mbanking
1;Gangguan terus tiap kali transaksi, dan sudah beberapa kali tiap transfer ter debet tapi ngk masuk ke tujuan rekening lain.
4;Aplikasinya memang sangat membantu dan praktis bngt, sayangnya harus diupdate trus
3;Selalu minta di upgred aplnya ,klo ada pulsa ada pemberitahuan masuk dan keluarnya uang,klo ngga ada pulsa yaa ngga ada laporan,.
1;Kecewa bgt,minta diupdate,pas update error sampai skrg aplikasi muter nga bisa di update.jd tf dll balek lgi ke ATM
2;kok...lemot updatenya....cuma 99%..padehal paket banyak. tlg dong admin....TDK bisa dibuka aplikasinya
5;Kenapa ngak bisa
5;Mantab layananya
5;Mantap
1;Tolong diperbaiki sistemnya, tiap mau transfer selalu gagal pdhl no rek sdh bener dan sudah terdaftar. Guna m-banking biar mudah dan ringkas ini malah bikin lama dan kesel 😌
5;Terimakasih Bank Sumsel atas kerjasamanya dan pelayanannya yang sangat baik ke nasabah 🙏🏻
5;Ok
5;Bisa mempermudah akses
1;Agak ribet kadang mau cpt transfer banyak skli yg hrs di tgu mn otp lah kadang pin tak sama lah apalagisore taw malam aplikasinya eror ,kadang uangnya keluar tp gak Msk yg di transfer ngu satu bulan baru uang di kembalikan ke rekening mn hrs bolak balik ke bank nanya tlg aplikasi ini di perbaiki agak lebih mudah kalau bertransaksi
1;ribet harus Login terus loading lama
5;Sangat baik
5;Mantap ruar biasa
5;Mudah digunakan
5;Bank wong Kito nian
3;Lebih.. Banyak manfaat..
4;Masih terlalu rumit, karena no rek tujuan harus di dapat dulu.
5;Sangat baik
5;Sangat membantu sekali, untuk bertransaksi.
3;suka lemot
1;Kenapa uang saya harus nunggu 14-30 hari untuk kembalu, kalau bisa diproses cepat kenapa harus lama!!! Uang saya jangan dipakai untuk deposito!!
5;good
5;Sangat membantu
3;Knp abis update transaksi tambah lemot.server selalu cepat terputus.apalagi klo urgen dwaktu malam dan hari libur.padahal mau cepat. Kirain setelah update tambah bagus pelayanan.ini tambah lemot. Tolong pihak deplover aplikasinya di perbaiki dg benar dulu. Rugi dunk tiap bulan dpotong trus, aplikasi cm bisa cek saldo aja. Tujuan pake ini biar bisa dpermudah.
4;Menggunakan aplikasi BSB Sumsel sangat membantu saya dalam transaksi
2;Udah 2 x ke bank error mulu aplikasinya
5;Inovasi menjadikan transaksi lebih mudah & cepat
1;Tolong perbaiki sinyal lemot trus ngga bisa masuk
5;Bagus
5;Aplikasi ini sangat membantu ketika kita mau membayar sesuatu tak perlu ngantri lagi kebank cukup duduk dan rebahan saja dirumah semua selesai 👌
3;Lumayan
5;Bagus
5;Keren
1;Apknya kurang canggih,, kayak bca tu, apknya nggak ribet
1;Aplikasi taik kucing gak sudah² minta aktivasi mana ribet pula auto pindah bank
5;Cepat, dan sangat membantu
5;Bermanfaat sekali
4;Menarik
5;Mantap
3;Tlong tambahkan topup Dana dan shopeepay Dong
5;Terus tingkatkan kualitas terbaik
5;Sudah ada Top up gopay dong. Mudah mudahan lancar.belom dicoba
5;Aplikasinya bagus dan bermanfaat
5;mudah di gunakan
4;Alhmdlh dengan memakai aplikasi ini memudah urusan keuangan di bank sumsel
5;Sangat membantu
2;Padahal baru update. Tlong BSB ditingkatkan lagi aplikasi. Pembelian paket sering gagal dan saldo terpotong🙏
5;Mantap
1;😑gk jelas
5;cukup membantu
5;Sangat membantu nasabah dalam transaksi online
1;Saya kasih 🌟
5;Dengan adanya mbangking mobile sangat mudah bagi saya utk mengetahui saldo dan juga utk transfe lebih mudah ok la pokoknya
5;Keren
1;Fitur pembayarannya belum lengkap dan tidak ada history transfer di aplikasinya
4;Sudah lebih baik,..
3;Tambahkan fitur2 lainnya, contoh untuk pembayaran listrik, gas dll
3;Mau di coba dulu aplikasinya
1;Menunya diperbanyak dong, masa kalah jauh dari bank-bank lainnya
5;Sayang, masih kurang simpel
4;Lumayanlah. Sayangnya belum ada vitur bayar tagihan listrik dan bpjs
2;Lumayan Jelek stelah updite!!!
5;Aplikasi yg keren, membantu bertransaksi dgn mudah, tdk kalah dgn bank lainnya
5;Ok bangettt
5;Sudah bagus
5;Akses jd lebih mudah😍
5;Sangat membantu dam memudahkan transaksi. Hanya tidak ada notifikasi jika ada uang masuk
4;Puas
5;Jazakumullaah khoiran katsiraa
5;👍👍
1;Aplikasinya jelek banget, lemot... Banyakan berputarnya... Dari tadi gagal terus... Hampir seluruh nasabah yg pake aplikasi, memberi bintang satu, artinya jelek banget... Pengembangnya gak bagus ni buat d pake.. Enakan aplikasi yg lama aja
4;Nggak tau kenapa tiba2 mbanking ku ke blokir padahal nggak ada salah masukin sandi atau kode2 yg lain..
3;Sangat membatu dlm tranfer gk harus ke bank.
1;Setiap mau transfer tgl 1 pas gajian selalu lemotttttt dn gagal...
1;Isi pulsa melalui mbanking ,saldo berkurang pulsanya ga masuk ,mana laporanya susah pula ,benar2 sampah
3;Butuh banyak perbaikan.
5;Aplikasinya mantap, kedepan agar lebih banyak fitur transaksinya.
5;Ok
5;Aplikasi yang luar biasa
5;Memuaskan
5;Mudah dan cepat
1;Tolong donk di perbaiki aplikasinya cm bisa cek saldo aja, Mau Transfer gak bisa..Kecewa
5;Sangat membantu
1;Transaksi gagal tapi uang sudah berkurang, adminNya lagi mau korupsi ya!! Aplikasi payah!!!
3;Tambah fitur CARI / SEARCH di daftar rekening tujuan transfer....
5;Bagus maju terua
1;Lemot amat ya
5;Samngat memuaskan
1;Tidak bisa aktivasi, masukin nomor kartu ATM malah data tidak di temukan palikasi sampah
5;Semakin baik
4;Ok
5;Oke
1;Data tidak ditemukan. Terus seperti itu padahal aku ada tabungan di Sumsel Babel. Agak sedih aku kasih rating 1 bintang tapi mau bagaimana lagi soalnya gk bisa masuk aku
1;Bank BUMD di danai oleh Pemerintah Daerah yang dananya tak terbatas tapi buat aplikasi mobile sangat buruk sekali dan banyak keluhan dari pengguna tidak ada di respon. sangat memalukan sekali
4;Ckup baik
1;Parah mau aktivasi pakek no rekening malah ada pemberitahuan kalo data tidak di temukan padahal itu rekening lama saya dan masih berfungsi tujuan saya download aplikasi ini supaya ngak ribet lagi harus melalui teller dan harus bolak balik ke bank parah banget menurut ku padahal sinyal dan jaringan kenceng malah di suruh periksa kuota padahal masih banyak
1;Saya terblokir padahal benar.aplikKJ si jelek
5;Ok
3;Tidak bisa diperbarui ?
5;Bagus
5;Aplikasi mobile banking Sangat membantu tapi sekarang kok gak bisa di buka
5;ok
5;Baik
5;Ok bagus
5;Sangat memuaskan
1;Transaksi sering gagal , saldosering terpotong , proses pengambalian dana tidak otomatis ,burik batt
5;Mantap
1;Error tidak bisa di aktifasi data tidak ditemukan
1;Sangat tidak puas. Udah aktivasi mbankingnya ribet. Setiap ada masalah terdesakpun mau menghubungi call centerpun ga guna selalu tidak ada jawaban.
1;Terlalu rempong dan ribet. Sangat tidak berkualitas
5;Mantap
5;Cepat banget abdetnya good
2;mohon bank sumsel ya diperbaiki aplikasi ny biar lbih simple dan efektif, blm lagi ada poin tunggu SMS no kode OTP ny, enak kalo cpet, lama yaaa,, trs rincian transaksi mohon lebih dtail lg dilacakny mudah, jenis transaksi siaap yg transaksi sampe keteranganny tercantum, jadi kita enak liat ulasan ny. terima kasih bamk sumsel
1;Sangat buruk dan mengecewakan kejadian di ATM BANDARA SMB 2 menarik uang , ATM eror sistem, uang tidak keluar dari ATM tapi saldo berkurang Rp 1.8 jt, saya melapor sampai sekarang belum di kembalikan, kenapa bank BCA , mandiri Dll kalau eror system' uang tidak hilang dan tetap utuh tapi di bank Sumsel uang hilang belum dikembalikan, aneh bin ajaib, sangat merugikan dan mengganggu, apakah ada oknum petugas yg memanfaatkan ini, tolong tindaklanjuti laporan ini,Tgl 29 Juli 2022 PKL 12.30 s.d 13.00
1;Aplikasi jahanam,,,,,,,! transaksi gagal, saldo terpotong, kembalikan lagi saldonya woiiii,,,,,,!
1;Susah update, lemot
5;Mantap
5;Keren lah
1;Sebelumnya saya mohon, ketika saya mau aktivasi pakai no kartu dan rekening tapi nggak bisa-bisa yang ada malah data tidak di temukan, padahal saya punya kartu dan rekeningnya. Mohon segera di perbaiki lagi...🙏
3;Ribet bener nih aplikasi, tiap kali mau login selalu saja (Silahkan melakukan aktivasi ulang)
4;Apikasinya udah bagus cuma , hanya sistem trasfernya sedikit ribet , setiap kali mau transfer ke bank lain, mesti kelola dulu, tidak seperti Mbangking bank lain tgl masukan no rek tujuan lsg terdetecd bank yg akan di transfer, untuk ke depan mohon update sistem transfer di permudah kan .
3;Lemot banget, sering crash padahal ngga ngapa2in
1;"Tolong pernaiki jaringannya... Susa masuk akun berulang"" akhirnya di blokir pihak banl... Haduuhhhhjh"
5;Aplikasi yg bermanfaat
1;aplikas minta aktivasi berulang-ulang terus menerus.
5;Tingkat kan lg pembayaran PLN dan yg lain2, bs mempermudah transaksi
4;Solusi gak bisa update😭udah dua hari coba update gakbisa² sinyal 4G paket ada🤦🏻😩
4;Bagus dan ditingkatkan lgi agar lebih mudah dan praktis
4;Itu be...
1;Katanya bisa buat bayar Samsat, Ternyata hoax 👎
5;Lancar dan amanah
5;Efektif
5;Ok banget
1;Lelet
2;Lebih ribet daripada mobile banking yang lain, dan sering eror saat malam
5;Aplikasinya Mantap Betul
1;Sangat terbantu kan ada akun ni
5;pelayanan sangat memuaskan
1;Haduhhhhhhh,susah sekali update aplikasi ini
5;Top bgt
5;sangat membantu
5;Mantappp...
3;Tolong tambahkan biar bisa beli token listrik, biar tambah Oke aplikasinya
5;Ok
5;Appnya dapat berjalan dengan baik.
1;Oleh karna gaji masuk dari bank ini aja mangkanya pakek bank ini. Tf gagal tapi saldo terpotong tanpa pemberitahuan, sistemnya jelek lelet, sering ganguan , di suruh tunggu minimal 14 hari kerja , mreka yg jelek sistem kita yg susah. Parah parahh call centernya di hubungi susah ngabisin pulsa aja mending di tutup aja csnya.
5;Update super lemot
5;Memudahkan
5;Sangat membantu
5;Tambah muda
1;Tidak bisa login
1;Apakah jaringannya yang sulit ya, hingga berkali-kali mau lihat tidak bisa
1;Tengah malam ga bisa online, hari ini seharian ga bisa akses
1;Sulit mengunakan aplikasi di hari sabtu dan minggu karna tidak bisa di buka aplikasinya, mau transfer jd sulit
1;Setelah di upgrade malah selalu gagal di bukak, padahal sinyal bagus sekali dan padahal ada urusan penting.
1;Masalah Jaringan Min..padahal jaringan full
1;Knpa saya mw masuk Ket kendala jaringan padahal jaringanya bagus Sampe hari ini tidak bisa masuk jdi tidak bisa transaksi
1;Aplikasi berat,lelet
1;Banking terburuk yg prnah sy gunakan..
5;Sangat membantu dalam bertransaksi...
1;Tlg maintenacenya di perbaiki gangguan mulu..
1;Tidak bisa masuk ke akun bsb mobile, tertulis masalah sinyal tapi saya buka aplikasi lain seperti YouTube lancar, harap di perbaiki
1;Ini gimana ya,.setelah diupdate malah gk bs dibuka,.gagal terus,.?? Admin mana adminnya, tolong diperbaiki,.jangankan mau transfer, buka aj aplikasi aj gk bs,.
5;Bagus
1;lemot amat loading mulu 24 jam gak ada lancarnya nie app
5;Cukup dipahami
5;😊😘🙏🙏🙏🙏🙏👍👍👍👌👌👌
1;Ribet dan susah
4;Bagus klo ga lg maintenance dan sering macet transaksi klo larut malam. Mngkin servernya disuruh tidur cepet
4;Baik
5;Mantul👍
5;Sangat membantu
5;👍👍👍👍
5;Mantap
1;Mohon maaf sebelumnya min, tolong apikasinya di edit atau diperbaiki lagi supaya pengguna bisa lebih mudah, soalnya saya kemaren mau tf susahnya minta ampun tau² diblokir aja, mau tf ke bank lain susah gitu, kalo berpengalaman di BRI ga seribet sumsel. Terimakasih
