,score,content,case_folding,clean,filtering,tokenize,stopword,stemmer,normalizing
1461,1,"Gak bisa aktivasi, keterangan data tidak di temukan","gak bisa aktivasi, keterangan data tidak di temukan",gak bisa aktivasi  keterangan data tidak di temukan,gak bisa aktivasi  keterangan data tidak di temukan,"['gak', 'bisa', 'aktivasi', 'keterangan', 'data', 'tidak', 'di', 'temukan']","['gak', '', 'aktivasi', 'keterangan', 'data', '', '', 'temukan']","['gak', '', 'aktivasi', 'terang', 'data', '', '', 'temu']",gak  aktivasi terang data   temu
1462,1,Sdh 6 hri dan sudah 3x sama hari ini saya hapus trus dwnld lagi tapi masih tidak bisa untuk transfer melalui bsb. Ada apa ??,sdh 6 hri dan sudah 3x sama hari ini saya hapus trus dwnld lagi tapi masih tidak bisa untuk transfer melalui bsb. ada apa ??,sdh   hri dan sudah    sama hari ini saya hapus trus dwnld lagi tapi masih tidak bisa untuk transfer melalui bsb  ada apa,sdh   hri dan sudah    sama hari ini saya hapus trus dwnld lagi tapi masih tidak bisa untuk transfer melalui bsb  ada apa,"['sdh', 'hri', 'dan', 'sudah', 'sama', 'hari', 'ini', 'saya', 'hapus', 'trus', 'dwnld', 'lagi', 'tapi', 'masih', 'tidak', 'bisa', 'untuk', 'transfer', 'melalui', 'bsb', 'ada', 'apa']","['sdh', 'hri', '', '', 'sama', 'hari', '', '', 'hapus', 'trus', 'dwnld', '', '', '', '', '', '', 'transfer', 'melalui', 'bsb', '', 'apa']","['sdh', 'hri', '', '', 'sama', 'hari', '', '', 'hapus', 'trus', 'dwnld', '', '', '', '', '', '', 'transfer', 'lalu', 'bsb', '', 'apa']",sudah hri   sama hari   hapus terus dwnld       transfer lalu bsb  apa
1463,1,"Saya sangat kecewa, masak mau daftar akun ga bisa² udah download apknya berulang² masih aja tetep ga bisa","saya sangat kecewa, masak mau daftar akun ga bisa² udah download apknya berulang² masih aja tetep ga bisa",saya sangat kecewa  masak mau daftar akun ga bisa  udah download apknya berulang  masih aja tetep ga bisa,saya sangat kecewa  masak mau daftar akun ga bisa  udah download apknya berulang  masih aja tetep ga bisa,"['saya', 'sangat', 'kecewa', 'masak', 'mau', 'daftar', 'akun', 'ga', 'bisa', 'udah', 'download', 'apknya', 'berulang', 'masih', 'aja', 'tetep', 'ga', 'bisa']","['', 'sangat', 'kecewa', 'masak', 'mau', 'daftar', 'akun', 'ga', '', 'udah', 'download', 'apknya', 'berulang', '', 'aja', 'tetep', 'ga', '']","['', 'sangat', 'kecewa', 'masak', 'mau', 'daftar', 'akun', 'ga', '', 'udah', 'download', 'apknya', 'ulang', '', 'aja', 'tetep', 'ga', '']", sangat kecewa masak mau daftar akun tidak  udah download apknya ulang  aja tetep tidak 
1464,5,Is the best,is the best,is the best,is the best,"['is', 'the', 'best']","['is', 'the', 'best']","['is', 'the', 'best']",is the best
1465,1,Waduh reviewnya banyakan *1. Banyak komen negatif tidak ditanggapi. Jadi ngeri pakai aplikasi ini.,waduh reviewnya banyakan *1. banyak komen negatif tidak ditanggapi. jadi ngeri pakai aplikasi ini.,waduh reviewnya banyakan     banyak komen negatif tidak ditanggapi  jadi ngeri pakai aplikasi ini,waduh reviewnya banyakan     banyak komen negatif tidak ditanggapi  jadi ngeri pakai aplikasi ini,"['waduh', 'reviewnya', 'banyakan', 'banyak', 'komen', 'negatif', 'tidak', 'ditanggapi', 'jadi', 'ngeri', 'pakai', 'aplikasi', 'ini']","['waduh', 'reviewnya', 'banyakan', 'banyak', 'komen', 'negatif', '', 'ditanggapi', 'jadi', 'ngeri', 'pakai', 'aplikasi', '']","['waduh', 'reviewnya', 'banyak', 'banyak', 'komen', 'negatif', '', 'tanggap', 'jadi', 'ngeri', 'pakai', 'aplikasi', '']",waduh reviewnya banyak banyak komen negatif  tanggap jadi ngeri pakai aplikasi 
1466,5,Puas,puas,puas,puas,['puas'],['puas'],['puas'],puas
1467,4,Ok,ok,ok,ok,['ok'],[''],[''],
1468,1,KINTIL,kintil,kintil,kintil,['kintil'],['kintil'],['kintil'],kintil
1469,3,BSB nih ngapola kalo ujan dikit mulailaa dk biso di transaksi liat mutasi be dk biso. Status vision link not online. Padahal jaringan internet la baguss buka apo2 lancar eh ke BSB dk biso,bsb nih ngapola kalo ujan dikit mulailaa dk biso di transaksi liat mutasi be dk biso. status vision link not online. padahal jaringan internet la baguss buka apo2 lancar eh ke bsb dk biso,bsb nih ngapola kalo ujan dikit mulailaa dk biso di transaksi liat mutasi be dk biso  status vision link not online  padahal jaringan internet la baguss buka apo  lancar eh ke bsb dk biso,bsb nih ngapola kalo ujan dikit mulailaa dk biso di transaksi liat mutasi be dk biso  status vision link not online  padahal jaringan internet la baguss buka apo  lancar eh ke bsb dk biso,"['bsb', 'nih', 'ngapola', 'kalo', 'ujan', 'dikit', 'mulailaa', 'dk', 'biso', 'di', 'transaksi', 'liat', 'mutasi', 'be', 'dk', 'biso', 'status', 'vision', 'link', 'not', 'online', 'padahal', 'jaringan', 'internet', 'la', 'baguss', 'buka', 'apo', 'lancar', 'eh', 'ke', 'bsb', 'dk', 'biso']","['bsb', 'nih', 'ngapola', 'kalo', 'ujan', 'dikit', 'mulailaa', 'dk', 'biso', '', 'transaksi', 'liat', 'mutasi', 'be', 'dk', 'biso', 'status', 'vision', 'link', 'not', 'online', 'padahal', 'jaringan', 'internet', 'la', 'baguss', 'buka', 'apo', 'lancar', 'eh', '', 'bsb', 'dk', 'biso']","['bsb', 'nih', 'ngapola', 'kalo', 'ujan', 'dikit', 'mulailaa', 'dk', 'biso', '', 'transaksi', 'liat', 'mutasi', 'be', 'dk', 'biso', 'status', 'vision', 'link', 'not', 'online', 'padahal', 'jaring', 'internet', 'la', 'baguss', 'buka', 'apo', 'lancar', 'eh', '', 'bsb', 'dk', 'biso']",bsb nih ngapola kalo ujan dikit mulailaa tidak biso  transaksi liat mutasi be tidak biso status vision link not online padahal jaring internet la baguss buka apo lancar eh  bsb tidak biso
1470,3,"tlg diperbaiki, di hp saya samsung s10+ akhir2 ini tdk bs transaksi terutama transfer. Saya sudah telpin callcentre, katanya tunggu 2hari. TLG DIPERBAIKI","tlg diperbaiki, di hp saya samsung s10+ akhir2 ini tdk bs transaksi terutama transfer. saya sudah telpin callcentre, katanya tunggu 2hari. tlg diperbaiki",tlg diperbaiki  di hp saya samsung     akhir  ini tdk bs transaksi terutama transfer  saya sudah telpin callcentre  katanya tunggu  hari  tlg diperbaiki,tlg diperbaiki  di hp saya samsung     akhir  ini tdk bs transaksi terutama transfer  saya sudah telpin callcentre  katanya tunggu  hari  tlg diperbaiki,"['tlg', 'diperbaiki', 'di', 'hp', 'saya', 'samsung', 'akhir', 'ini', 'tdk', 'bs', 'transaksi', 'terutama', 'transfer', 'saya', 'sudah', 'telpin', 'callcentre', 'katanya', 'tunggu', 'hari', 'tlg', 'diperbaiki']","['tlg', 'diperbaiki', '', 'hp', '', 'samsung', 'akhir', '', 'tdk', 'bs', 'transaksi', 'terutama', 'transfer', '', '', 'telpin', 'callcentre', 'katanya', 'tunggu', 'hari', 'tlg', 'diperbaiki']","['tlg', 'baik', '', 'hp', '', 'samsung', 'akhir', '', 'tdk', 'bs', 'transaksi', 'utama', 'transfer', '', '', 'telpin', 'callcentre', 'kata', 'tunggu', 'hari', 'tlg', 'baik']",tlg baik  hp  samsung akhir  tidak b transaksi utama transfer   telpin callcentre kata tunggu hari tlg baik
1471,1,Kenapa transaksi pulsa tidak masuk2.. padahal saldo sudah berkurang... Buat kalian yang liat komen mnding jangan gunakan mobile banking ini...ga ada gunanya..hati2 kalau transfer saldo ilang tapi transaksinya nggak ada..kecewa kami,kenapa transaksi pulsa tidak masuk2.. padahal saldo sudah berkurang... buat kalian yang liat komen mnding jangan gunakan mobile banking ini...ga ada gunanya..hati2 kalau transfer saldo ilang tapi transaksinya nggak ada..kecewa kami,kenapa transaksi pulsa tidak masuk    padahal saldo sudah berkurang    buat kalian yang liat komen mnding jangan gunakan mobile banking ini   ga ada gunanya  hati  kalau transfer saldo ilang tapi transaksinya nggak ada  kecewa kami,kenapa transaksi pulsa tidak masuk    padahal saldo sudah berkurang    buat kalian yang liat komen mnding jangan gunakan mobile banking ini   ga ada gunanya  hati  kalau transfer saldo ilang tapi transaksinya nggak ada  kecewa kami,"['kenapa', 'transaksi', 'pulsa', 'tidak', 'masuk', 'padahal', 'saldo', 'sudah', 'berkurang', 'buat', 'kalian', 'yang', 'liat', 'komen', 'mnding', 'jangan', 'gunakan', 'mobile', 'banking', 'ini', 'ga', 'ada', 'gunanya', 'hati', 'kalau', 'transfer', 'saldo', 'ilang', 'tapi', 'transaksinya', 'nggak', 'ada', 'kecewa', 'kami']","['', 'transaksi', 'pulsa', '', 'masuk', 'padahal', 'saldo', '', 'berkurang', 'buat', 'kalian', '', 'liat', 'komen', 'mnding', 'jangan', 'gunakan', 'mobile', 'banking', '', 'ga', '', 'gunanya', 'hati', 'kalau', 'transfer', 'saldo', 'ilang', '', 'transaksinya', '', '', 'kecewa', '']","['', 'transaksi', 'pulsa', '', 'masuk', 'padahal', 'saldo', '', 'kurang', 'buat', 'kalian', '', 'liat', 'komen', 'mnding', 'jangan', 'guna', 'mobile', 'banking', '', 'ga', '', 'guna', 'hati', 'kalau', 'transfer', 'saldo', 'ilang', '', 'transaksi', '', '', 'kecewa', '']", transaksi pulsa  masuk padahal saldo  kurang buat kalian  liat komen mnding jangan guna mobile banking  tidak  guna hati kalau transfer saldo ilang  transaksi   kecewa 
1472,3,"Sering mengalami eror pada aplikasi saat ingin mentransfer, selalu mengalami gangguan.","sering mengalami eror pada aplikasi saat ingin mentransfer, selalu mengalami gangguan.",sering mengalami eror pada aplikasi saat ingin mentransfer  selalu mengalami gangguan,sering mengalami eror pada aplikasi saat ingin mentransfer  selalu mengalami gangguan,"['sering', 'mengalami', 'eror', 'pada', 'aplikasi', 'saat', 'ingin', 'mentransfer', 'selalu', 'mengalami', 'gangguan']","['sering', 'mengalami', 'eror', '', 'aplikasi', '', '', 'mentransfer', 'selalu', 'mengalami', 'gangguan']","['sering', 'alami', 'eror', '', 'aplikasi', '', '', 'transfer', 'selalu', 'alami', 'ganggu']",sering alami eror  aplikasi   transfer selalu alami ganggu
1473,1,"Kecewa brat nih aflikasi,masak pas masukin nama penguna SM sandi tulisannya akun anda diblokir,trus sy msuk aktipitas trus masukin nomer kartu atau rekening SM nomer hp tp pas diblas masalah jringa,tolong dong diperbaiki","kecewa brat nih aflikasi,masak pas masukin nama penguna sm sandi tulisannya akun anda diblokir,trus sy msuk aktipitas trus masukin nomer kartu atau rekening sm nomer hp tp pas diblas masalah jringa,tolong dong diperbaiki",kecewa brat nih aflikasi masak pas masukin nama penguna sm sandi tulisannya akun anda diblokir trus sy msuk aktipitas trus masukin nomer kartu atau rekening sm nomer hp tp pas diblas masalah jringa tolong dong diperbaiki,kecewa brat nih aflikasi masak pas masukin nama penguna sm sandi tulisannya akun anda diblokir trus sy msuk aktipitas trus masukin nomer kartu atau rekening sm nomer hp tp pas diblas masalah jringa tolong dong diperbaiki,"['kecewa', 'brat', 'nih', 'aflikasi', 'masak', 'pas', 'masukin', 'nama', 'penguna', 'sm', 'sandi', 'tulisannya', 'akun', 'anda', 'diblokir', 'trus', 'sy', 'msuk', 'aktipitas', 'trus', 'masukin', 'nomer', 'kartu', 'atau', 'rekening', 'sm', 'nomer', 'hp', 'tp', 'pas', 'diblas', 'masalah', 'jringa', 'tolong', 'dong', 'diperbaiki']","['kecewa', 'brat', 'nih', 'aflikasi', 'masak', 'pas', 'masukin', 'nama', 'penguna', 'sm', 'sandi', 'tulisannya', 'akun', '', 'diblokir', 'trus', 'sy', 'msuk', 'aktipitas', 'trus', 'masukin', 'nomer', 'kartu', '', 'rekening', 'sm', 'nomer', 'hp', 'tp', 'pas', 'diblas', 'masalah', 'jringa', '', 'dong', 'diperbaiki']","['kecewa', 'brat', 'nih', 'aflikasi', 'masak', 'pas', 'masukin', 'nama', 'penguna', 'sm', 'sandi', 'tulis', 'akun', '', 'blokir', 'trus', 'sy', 'msuk', 'aktipitas', 'trus', 'masukin', 'nomer', 'kartu', '', 'rekening', 'sm', 'nomer', 'hp', 'tp', 'pas', 'diblas', 'masalah', 'jringa', '', 'dong', 'baik']",kecewa brat nih aflikasi masak pa masukin nama penguna sm sandi tulis akun  blokir terus sy msuk aktipitas terus masukin nomer kartu  rekening sm nomer hp tapi pa diblas masalah jringa  dong baik
1474,1,"Aplikasi lelet, dak bisa update pembaruan aplikasi, tolong segera diperbaiki","aplikasi lelet, dak bisa update pembaruan aplikasi, tolong segera diperbaiki",aplikasi lelet  dak bisa update pembaruan aplikasi  tolong segera diperbaiki,aplikasi lelet  dak bisa update pembaruan aplikasi  tolong segera diperbaiki,"['aplikasi', 'lelet', 'dak', 'bisa', 'update', 'pembaruan', 'aplikasi', 'tolong', 'segera', 'diperbaiki']","['aplikasi', 'lelet', 'dak', '', 'update', 'pembaruan', 'aplikasi', '', 'segera', 'diperbaiki']","['aplikasi', 'lelet', 'dak', '', 'update', 'baru', 'aplikasi', '', 'segera', 'baik']",aplikasi lelet dak  update baru aplikasi  segera baik
1475,1,Apk mak pilat,apk mak pilat,apk mak pilat,apk mak pilat,"['apk', 'mak', 'pilat']","['apk', 'mak', 'pilat']","['apk', 'mak', 'pilat']",aplikasi mak pilat
1476,5,Semog makin jaya jaya jaya,semog makin jaya jaya jaya,semog makin jaya jaya jaya,semog makin jaya jaya jaya,"['semog', 'makin', 'jaya', 'jaya', 'jaya']","['semog', 'makin', 'jaya', 'jaya', 'jaya']","['semog', 'makin', 'jaya', 'jaya', 'jaya']",semog makin jaya jaya jaya
1477,5,Sangat membantu is the best apk,sangat membantu is the best apk,sangat membantu is the best apk,sangat membantu is the best apk,"['sangat', 'membantu', 'is', 'the', 'best', 'apk']","['sangat', 'membantu', 'is', 'the', 'best', 'apk']","['sangat', 'bantu', 'is', 'the', 'best', 'apk']",sangat bantu is the best aplikasi
1478,1,Dak jelas,dak jelas,dak jelas,dak jelas,"['dak', 'jelas']","['dak', 'jelas']","['dak', 'jelas']",dak jelas
1479,2,"Gimana nih Masa Gk Bisa Transferr ..jngan kan Ke Lain Bank ,Kesesama Bank Aja Gk Bisa 🤔🤔😒","gimana nih masa gk bisa transferr ..jngan kan ke lain bank ,kesesama bank aja gk bisa 🤔🤔😒",gimana nih masa gk bisa transferr   jngan kan ke lain bank  kesesama bank aja gk bisa,gimana nih masa gk bisa transferr   jngan kan ke lain bank  kesesama bank aja gk bisa,"['gimana', 'nih', 'masa', 'gk', 'bisa', 'transferr', 'jngan', 'kan', 'ke', 'lain', 'bank', 'kesesama', 'bank', 'aja', 'gk', 'bisa']","['gimana', 'nih', 'masa', 'gk', '', 'transferr', 'jngan', 'kan', '', '', 'bank', 'kesesama', 'bank', 'aja', 'gk', '']","['gimana', 'nih', 'masa', 'gk', '', 'transferr', 'jngan', 'kan', '', '', 'bank', 'sama', 'bank', 'aja', 'gk', '']",gimana nih masa tidak  transferr jngan kan   bank sama bank aja tidak 
1480,1,"Apdate aja susah, belum kalau transfer. Ribet bener","apdate aja susah, belum kalau transfer. ribet bener",apdate aja susah  belum kalau transfer  ribet bener,apdate aja susah  belum kalau transfer  ribet bener,"['apdate', 'aja', 'susah', 'belum', 'kalau', 'transfer', 'ribet', 'bener']","['apdate', 'aja', 'susah', '', 'kalau', 'transfer', 'ribet', 'bener']","['apdate', 'aja', 'susah', '', 'kalau', 'transfer', 'ribet', 'bener']",apdate aja susah  kalau transfer ribet bener
1481,5,Sangat bermanfaat,sangat bermanfaat,sangat bermanfaat,sangat bermanfaat,"['sangat', 'bermanfaat']","['sangat', 'bermanfaat']","['sangat', 'manfaat']",sangat manfaat
1482,5,Menyenangkan,menyenangkan,menyenangkan,menyenangkan,['menyenangkan'],['menyenangkan'],['senang'],senang
1483,1,kenapa ga bisa transaksi udah 3 hari.. ga boleh ngomng kasar tapi anj,kenapa ga bisa transaksi udah 3 hari.. ga boleh ngomng kasar tapi anj,kenapa ga bisa transaksi udah   hari   ga boleh ngomng kasar tapi anj,kenapa ga bisa transaksi udah   hari   ga boleh ngomng kasar tapi anj,"['kenapa', 'ga', 'bisa', 'transaksi', 'udah', 'hari', 'ga', 'boleh', 'ngomng', 'kasar', 'tapi', 'anj']","['', 'ga', '', 'transaksi', 'udah', 'hari', 'ga', '', 'ngomng', 'kasar', '', 'anj']","['', 'ga', '', 'transaksi', 'udah', 'hari', 'ga', '', 'ngomng', 'kasar', '', 'anj']", tidak  transaksi udah hari tidak  ngomng kasar  anj
1484,4,Tingkat ke amanan yang sangat baik dan terus tingkatkan lagi,tingkat ke amanan yang sangat baik dan terus tingkatkan lagi,tingkat ke amanan yang sangat baik dan terus tingkatkan lagi,tingkat ke amanan yang sangat baik dan terus tingkatkan lagi,"['tingkat', 'ke', 'amanan', 'yang', 'sangat', 'baik', 'dan', 'terus', 'tingkatkan', 'lagi']","['tingkat', '', 'amanan', '', 'sangat', 'baik', '', 'terus', 'tingkatkan', '']","['tingkat', '', 'aman', '', 'sangat', 'baik', '', 'terus', 'tingkat', '']",tingkat  aman  sangat baik  terus tingkat 
1485,5,Mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
1486,4,"Agak sedikit rumit saat transaksi ke bank lain, dan fitur untuk top up e-wallet masih sangat kurang","agak sedikit rumit saat transaksi ke bank lain, dan fitur untuk top up e-wallet masih sangat kurang",agak sedikit rumit saat transaksi ke bank lain  dan fitur untuk top up   wallet masih sangat kurang,agak sedikit rumit saat transaksi ke bank lain  dan fitur untuk top up   wallet masih sangat kurang,"['agak', 'sedikit', 'rumit', 'saat', 'transaksi', 'ke', 'bank', 'lain', 'dan', 'fitur', 'untuk', 'top', 'up', 'wallet', 'masih', 'sangat', 'kurang']","['', 'sedikit', 'rumit', '', 'transaksi', '', 'bank', '', '', 'fitur', '', 'top', 'up', 'wallet', '', 'sangat', 'kurang']","['', 'sedikit', 'rumit', '', 'transaksi', '', 'bank', '', '', 'fitur', '', 'top', 'up', 'wallet', '', 'sangat', 'kurang']", sedikit rumit  transaksi  bank   fitur  top up wallet  sangat kurang
1487,1,Aplikasinya lemot,aplikasinya lemot,aplikasinya lemot,aplikasinya lemot,"['aplikasinya', 'lemot']","['aplikasinya', 'lemot']","['aplikasi', 'lot']",aplikasi lot
1488,5,Aplikasi bermanfaat Sukses dan makin maju BSS Babel,aplikasi bermanfaat sukses dan makin maju bss babel,aplikasi bermanfaat sukses dan makin maju bss babel,aplikasi bermanfaat sukses dan makin maju bss babel,"['aplikasi', 'bermanfaat', 'sukses', 'dan', 'makin', 'maju', 'bss', 'babel']","['aplikasi', 'bermanfaat', 'sukses', '', 'makin', 'maju', 'bss', 'babel']","['aplikasi', 'manfaat', 'sukses', '', 'makin', 'maju', 'bss', 'babel']",aplikasi manfaat sukses  makin maju bs babel
1489,1,"selalu gangguan saat akan transaksi tiba"" log out sendiri, sudah ke bank minta diperbaiki masih juga erorr.","selalu gangguan saat akan transaksi tiba"" log out sendiri, sudah ke bank minta diperbaiki masih juga erorr.",selalu gangguan saat akan transaksi tiba  log out sendiri  sudah ke bank minta diperbaiki masih juga erorr,selalu gangguan saat akan transaksi tiba  log out sendiri  sudah ke bank minta diperbaiki masih juga erorr,"['selalu', 'gangguan', 'saat', 'akan', 'transaksi', 'tiba', 'log', 'out', 'sendiri', 'sudah', 'ke', 'bank', 'minta', 'diperbaiki', 'masih', 'juga', 'erorr']","['selalu', 'gangguan', '', '', 'transaksi', 'tiba', 'log', 'out', 'sendiri', '', '', 'bank', 'minta', 'diperbaiki', '', '', 'erorr']","['selalu', 'ganggu', '', '', 'transaksi', 'tiba', 'log', 'out', 'sendiri', '', '', 'bank', 'minta', 'baik', '', '', 'erorr']",selalu ganggu   transaksi tiba log out sendiri   bank minta baik   erorr
1490,1,"ga jelas banget ini mah sumpah, kebanyakan error, ga membantu sama sekali malah bikin repot","ga jelas banget ini mah sumpah, kebanyakan error, ga membantu sama sekali malah bikin repot",ga jelas banget ini mah sumpah  kebanyakan error  ga membantu sama sekali malah bikin repot,ga jelas banget ini mah sumpah  kebanyakan error  ga membantu sama sekali malah bikin repot,"['ga', 'jelas', 'banget', 'ini', 'mah', 'sumpah', 'kebanyakan', 'error', 'ga', 'membantu', 'sama', 'sekali', 'malah', 'bikin', 'repot']","['ga', 'jelas', 'banget', '', 'mah', 'sumpah', 'kebanyakan', 'error', 'ga', 'membantu', 'sama', 'sekali', 'malah', 'bikin', 'repot']","['ga', 'jelas', 'banget', '', 'mah', 'sumpah', 'banyak', 'error', 'ga', 'bantu', 'sama', 'sekali', 'malah', 'bikin', 'repot']",tidak jelas banget  mah sumpah banyak error tidak bantu sama sekali malah bikin repot
1491,1,"Tlg diperhatikan lg aplikasi ini, byk kurangnya,,,","tlg diperhatikan lg aplikasi ini, byk kurangnya,,,",tlg diperhatikan lg aplikasi ini  byk kurangnya,tlg diperhatikan lg aplikasi ini  byk kurangnya,"['tlg', 'diperhatikan', 'lg', 'aplikasi', 'ini', 'byk', 'kurangnya']","['tlg', 'diperhatikan', 'lg', 'aplikasi', '', 'byk', 'kurangnya']","['tlg', 'perhati', 'lg', 'aplikasi', '', 'byk', 'kurang']",tlg perhati lagi aplikasi  byk kurang
1492,5,"Seneg bisa punya mbanking, masukan buat develover tolong di kasih sidik jari ya biar mempermudah saat login dan transaksi","seneg bisa punya mbanking, masukan buat develover tolong di kasih sidik jari ya biar mempermudah saat login dan transaksi",seneg bisa punya mbanking  masukan buat develover tolong di kasih sidik jari ya biar mempermudah saat login dan transaksi,seneg bisa punya mbanking  masukan buat develover tolong di kasih sidik jari ya biar mempermudah saat login dan transaksi,"['seneg', 'bisa', 'punya', 'mbanking', 'masukan', 'buat', 'develover', 'tolong', 'di', 'kasih', 'sidik', 'jari', 'ya', 'biar', 'mempermudah', 'saat', 'login', 'dan', 'transaksi']","['seneg', '', 'punya', 'mbanking', 'masukan', 'buat', 'develover', '', '', 'kasih', 'sidik', 'jari', '', 'biar', 'mempermudah', '', 'login', '', 'transaksi']","['seneg', '', 'punya', 'mbanking', 'masuk', 'buat', 'develover', '', '', 'kasih', 'sidik', 'jari', '', 'biar', 'mudah', '', 'login', '', 'transaksi']",seneg  punya mbanking masuk buat develover   kasih sidik jari  biar mudah  login  transaksi
1493,4,Good,good,good,good,['good'],['good'],['good'],good
1494,5,Mantap.....,mantap.....,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
1495,3,"Klo mau trf pake kode otp mulu, ribet.","klo mau trf pake kode otp mulu, ribet.",klo mau trf pake kode otp mulu  ribet,klo mau trf pake kode otp mulu  ribet,"['klo', 'mau', 'trf', 'pake', 'kode', 'otp', 'mulu', 'ribet']","['klo', 'mau', 'trf', 'pake', 'kode', 'otp', 'mulu', 'ribet']","['klo', 'mau', 'trf', 'pake', 'kode', 'otp', 'mulu', 'ribet']",kalau mau trf pake kode otp mulu ribet
1496,4,Sangat membantu,sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']","['sangat', 'membantu']","['sangat', 'bantu']",sangat bantu
1497,1,KACOOK KAU PILATT.. LEMOT BANGET.. MAU NGIRIM 100 JADI 400 TERKIRIM,kacook kau pilatt.. lemot banget.. mau ngirim 100 jadi 400 terkirim,kacook kau pilatt   lemot banget   mau ngirim   jadi   terkirim,kacook kau pilatt   lemot banget   mau ngirim   jadi   terkirim,"['kacook', 'kau', 'pilatt', 'lemot', 'banget', 'mau', 'ngirim', 'jadi', 'terkirim']","['kacook', 'kau', 'pilatt', 'lemot', 'banget', 'mau', 'ngirim', 'jadi', 'terkirim']","['kacook', 'kau', 'pilatt', 'lot', 'banget', 'mau', 'ngirim', 'jadi', 'kirim']",kacook kau pilatt lot banget mau ngirim jadi kirim
1498,4,"Sepertinya belum kompatibel dengan android 13. Selalu ada keterangan ""terjadi masalah di sistem kami"" er:104","sepertinya belum kompatibel dengan android 13. selalu ada keterangan ""terjadi masalah di sistem kami"" er:104",sepertinya belum kompatibel dengan android    selalu ada keterangan  terjadi masalah di sistem kami  er,sepertinya belum kompatibel dengan android    selalu ada keterangan  terjadi masalah di sistem kami  er,"['sepertinya', 'belum', 'kompatibel', 'dengan', 'android', 'selalu', 'ada', 'keterangan', 'terjadi', 'masalah', 'di', 'sistem', 'kami', 'er']","['sepertinya', '', 'kompatibel', '', 'android', 'selalu', '', 'keterangan', 'terjadi', 'masalah', '', 'sistem', '', 'er']","['seperti', '', 'kompatibel', '', 'android', 'selalu', '', 'terang', 'jadi', 'masalah', '', 'sistem', '', 'er']",seperti  kompatibel  android selalu  terang jadi masalah  sistem  er
1499,1,Tidak bisa upda te aplikasi,tidak bisa upda te aplikasi,tidak bisa upda te aplikasi,tidak bisa upda te aplikasi,"['tidak', 'bisa', 'upda', 'te', 'aplikasi']","['', '', 'upda', 'te', 'aplikasi']","['', '', 'upda', 'te', 'aplikasi']",  upda te aplikasi
1500,5,Ok,ok,ok,ok,['ok'],[''],[''],
1501,5,Bagus sudah bisa di unduh.,bagus sudah bisa di unduh.,bagus sudah bisa di unduh,bagus sudah bisa di unduh,"['bagus', 'sudah', 'bisa', 'di', 'unduh']","['bagus', '', '', '', 'unduh']","['bagus', '', '', '', 'unduh']",bagus    unduh
1502,1,Aplikasi ampas gk bisa-bisa update mentok 99%.,aplikasi ampas gk bisa-bisa update mentok 99%.,aplikasi ampas gk bisa bisa update mentok,aplikasi ampas gk bisa bisa update mentok,"['aplikasi', 'ampas', 'gk', 'bisa', 'bisa', 'update', 'mentok']","['aplikasi', 'ampas', 'gk', '', '', 'update', 'mentok']","['aplikasi', 'ampas', 'gk', '', '', 'update', 'mentok']",aplikasi ampas tidak   update mentok
1503,5,Ngapo dak pacak aktifasi mobile banking ini? Tolong bantuannyo admin BSB. Kalo lah biso full star.,ngapo dak pacak aktifasi mobile banking ini? tolong bantuannyo admin bsb. kalo lah biso full star.,ngapo dak pacak aktifasi mobile banking ini  tolong bantuannyo admin bsb  kalo lah biso full star,ngapo dak pacak aktifasi mobile banking ini  tolong bantuannyo admin bsb  kalo lah biso full star,"['ngapo', 'dak', 'pacak', 'aktifasi', 'mobile', 'banking', 'ini', 'tolong', 'bantuannyo', 'admin', 'bsb', 'kalo', 'lah', 'biso', 'full', 'star']","['ngapo', 'dak', 'pacak', 'aktifasi', 'mobile', 'banking', '', '', 'bantuannyo', 'admin', 'bsb', 'kalo', 'lah', 'biso', 'full', 'star']","['ngapo', 'dak', 'pacak', 'aktifasi', 'mobile', 'banking', '', '', 'bantuannyo', 'admin', 'bsb', 'kalo', 'lah', 'biso', 'full', 'star']",ngapo dak pacak aktifasi mobile banking   bantuannyo admin bsb kalo lah biso full star
1504,4,Sudah bagus tapi tolong di tambah pembayaran Virtual Account ke E-commers...seperti shoope pay dll,sudah bagus tapi tolong di tambah pembayaran virtual account ke e-commers...seperti shoope pay dll,sudah bagus tapi tolong di tambah pembayaran virtual account ke   commers   seperti shoope pay dll,sudah bagus tapi tolong di tambah pembayaran virtual account ke   commers   seperti shoope pay dll,"['sudah', 'bagus', 'tapi', 'tolong', 'di', 'tambah', 'pembayaran', 'virtual', 'account', 'ke', 'commers', 'seperti', 'shoope', 'pay', 'dll']","['', 'bagus', '', '', '', 'tambah', 'pembayaran', 'virtual', 'account', '', 'commers', '', 'shoope', 'pay', '']","['', 'bagus', '', '', '', 'tambah', 'bayar', 'virtual', 'account', '', 'commers', '', 'shoope', 'pay', '']", bagus    tambah bayar virtual account  commers  shoope pay 
1505,5,Mempermudah sekali,mempermudah sekali,mempermudah sekali,mempermudah sekali,"['mempermudah', 'sekali']","['mempermudah', 'sekali']","['mudah', 'sekali']",mudah sekali
