;Unnamed: 0;text;cluster;score
1331;1331;uang transfer tampil sama pernah minggu makasih kirim keren kemaren jumlah hilang guna gopay gak gagal eh dengan cukup buat bingung bikin berapa beberapa banyak banget balik alhamdulillah;3.0;4.0
1332;1332;ulang transfer terus padahal mau mana malah lama kok gagal cuman buka banget apknya;3.0;1.0
1333;1333;topup sya sumsel sekarang sampe qris pake nih mau masuk malah liat jelas gimana gak gabisa dana buka bank;3.0;1.0
1334;1334;uang tranfer tpi tetap solusi semua sangat saldo masuk liat kurang gua gagal dana buruk bukti blm bagaimana aplikasi;3.0;1.0
1335;1335;yang walaupun urus transaksi tidak tiba tiap tanggung sering sekian saldo salah repot potong pemberitahuan nyata nominal lengkap laku kalian kali kalau jawab isi ingat guna force eror enak duit dikit close cek blokir besar beres bener bank aplikasi aja;3.0;1.0
1336;1336;tuh tinggal tarik tampil sekali sangat sama respon menu login lambat jelek cara buka bank bagus aplikasi;1.0;1.0
1337;1337;bagus;1.0;5.0
1338;1338;terus temu sampah mau data aplikasi aktivasi;0.0;1.0
1339;1339;tiba sumsel saldo ribu potong kena bikin babel atm;3.0;1.0
1340;1340;tidak tapi sudah si paling mudah keluh error banyak baik;3.0;1.0
1341;1341;uang transaksi payah masuk keluar aplikasi;0.0;1.0
1342;1342;tahu pesan ingat error;3.0;1.0
1343;1343;yang uda tingkat terang saldo pa mau kata jd eror dong deteksi cek bankingnya bank ayo aktivitas;3.0;1.0
1344;1344;aktivasi;3.0;1.0
1345;1345;user;3.0;5.0
1346;1346;mantap;1.0;5.0
1347;1347;suka eror;3.0;1.0
1348;1348;untuk transfer transaksi tidak terus terlalu sumsel sistem sangat sama ribet rb potong mudah moga lebih lbh laku lain lagi guna dpt biaya besar benar bank baik babel aplikasi;3.0;1.0
1349;1349;yang ulang tinggal suruh sudah sekali sangat sandi salah perlu muas msh malah jelas id eh dengan bni blokir blm bilang beda bca baik aneh aktifasi;3.0;1.0
1350;1350;waktu transfer terus saldo potong penting memang lama kan kali gagal dong;3.0;3.0
1351;1351;sangat puas;1.0;5.0
1352;1352;lelet aplikasi;0.0;1.0
1353;1353;sumsel bank babel;3.0;5.0
1354;1354;top terima kasih fiturnya bagus apknya;3.0;4.0
1355;1355;yang kembali gimana cara blokir akun;3.0;2.0
1356;1356;stabil server;3.0;1.0
1357;1357;update uang transfer tolong parah mau masuk lapor gx bsb bingung banget aplikasi;0.0;1.0
1358;1358;sekali baik;2.0;5.0
1359;1359;sama min kerja;3.0;5.0
1360;1360;tau kredit debit;3.0;4.0
1361;1361;yang temu sm rek nomor malah kartu jelas gak data daftar aplikasi;3.0;1.0
1362;1362;udah tidak sampah sama nomor nomer ngak kartu jelas id eror buku app apa aktivasi aja;3.0;1.0
1363;1363;tu tanggap semua sama rata orang nya nama mending layan kurang kasih jelas gak gagal fitur daerah bintang bikin bca banyak bank aplikasi ajar aja;3.0;1.0
1364;1364;ny masuk gmna cara bos akun;3.0;2.0
1365;1365;update untung sering saldo potong pernah nasabah minim kembang keluh kata kali jelas henti guna fiturnya error cacat bsb balik aplikasi;0.0;1.0
1366;1366;susah sinyal sangat saldo pulsa pdhl palembang msh masa kartu jg gin daerah coba bos bank baik aktivasi;3.0;1.0
1367;1367;yang udah transaksi terus tapi sm sistem potong otomatis mulai mobile masuk kecewa hari gak gagal dari bsb bnyak blokir baik;3.0;1.0
1368;1368;yang urus untuk topup super saldo nasabah masuk masa layan jelek jd gagal debet datang call buat bsb bank apa;3.0;1.0
1369;1369;ulas sumsel sering semua rugi rasa pikir pihak pernah orang moga lebih lagi kait guna ganggu depan cuma bsb bintang banyak baik babel aplikasi aja;0.0;3.0
1370;1370;uang rekening perlu notifikasi nomor mulu mohon mau masuk login kembang keluar fitur baik atau aplikasi;2.0;1.0
1371;1371;bantu aplikasi;0.0;5.0
1372;1372;yang terimakasih sumsel masuk kerja hari dana butuh bank banget babel;3.0;5.0
1373;1373;yang tau cara beri benar bagaimana aktivasi;3.0;5.0
1374;1374;oke;3.0;5.0
1375;1375;transaksi sangat ribet lebih kali gagal coba buat biar bbrp bagus aplikasi;1.0;1.0
1376;1376;sangat bagus;1.0;5.0
1377;1377;alhamdulillah;3.0;5.0
1378;1378;tidak parah login banget app;3.0;1.0
1379;1379;transfer saldo potong parah gagal aplikasi;0.0;1.0
1380;1380;udah transaksi telpon sama saldo rugi ribu potong pa kok kalian kali jelas hampir gak gagal bukan bank aplikasi apa;3.0;1.0
1381;1381;susah lelet buruk buka aktivasi;3.0;2.0
1382;1382;sangat baik aman;2.0;5.0
1383;1383;saldo gak cek aja;3.0;1.0
1384;1384;mantap;1.0;5.0
1385;1385;tlg tidak susah simpel mohon lebih guna biar benar bank baik;2.0;2.0
1386;1386;padahal lelet lancar jaring;3.0;1.0
1387;1387;transaksi selalu saldo mana kurang jt jawab hilang gagal bsb baik;3.0;1.0
1388;1388;sangat kecewa gak eror abis;1.0;1.0
1389;1389;mantap keren bsb abis;1.0;5.0
1390;1390;ulang tidak sulit sm lanjut keluar buat aktivasi;3.0;3.0
1391;1391;ngabisin cacat aplikasi;0.0;1.0
1392;1392;ulang uda terus solusi mau masak login ini gak bolak balik aktifasi;3.0;1.0
1393;1393;ulang repot mudah malah lapor kalau instal habis cabang bank aplikasi aneh;3.0;5.0
1394;1394;tarik sampah cuma aplikasi;0.0;1.0
1395;1395;waktu terus padahal mau kuota kok jaring internet gak cuma banking bagaimana aman aktivasi;3.0;1.0
1397;1397;lelet kok;3.0;2.0
1398;1398;mulu kurang error;3.0;1.0
1399;1399;wa udah transaksi tidak terus telpon saldo potong parah malah kemarin kali jelas habis gimana gagal email coba banget;3.0;1.0
1400;1400;tuh tiap rekening online mutasi muncul kali cek;3.0;1.0
1401;1401;pegawai otp mungkin mulu mau kode kalo dikit bank;3.0;1.0
1402;1402;sekali bantu;1.0;5.0
1403;1403;uninstal terus ribet minta male bikin aktivasi aja;3.0;1.0
1404;1404;transfer temu sumsel sekali sama ribet rek ramah perlu palembang pa nomor minta mau mana layan lama ket ini guna gak csnya bank anehh ampun;3.0;1.0
1405;1405;payah makin lama aplikasiny;3.0;1.0
1406;1406;ulang tpi tidak minta eror aplikasi aktivasi;0.0;1.0
1407;1407;transaksi tidak sekali nya ngurus mbanking makan gaji bug bsb beres banyak apa;3.0;1.0
1408;1408;jelek;3.0;1.0
1409;1409;sering kecewa error;3.0;2.0
1410;1410;virtual untuk tapi sedia ny min lengkap jga jauh cabang atm;3.0;5.0
1411;1411;sangat;1.0;5.0
1412;1412;transper sering sangat keluar buruk aplikasi anehh;0.0;1.0
1413;1413;eror;3.0;1.0
1414;1414;uang transfer sumsel sama prose mudah mobile bsb best banking bank baik atau;3.0;5.0
1415;1415;transfer sih mbankingnya masa malah jelek gimana csnya cabang bingung bank banget aplikasi;3.0;1.0
1416;1416;saldo mulu hadeh eror;3.0;1.0
1417;1417;ulang transaksi suruh sim riwayat padahal mau login kartu kadang jg jelas ilang error deteksi card banyak baca aplikasi aktivasi aktif;0.0;1.0
1418;1418;top tetap tapi sini saldo parah kurang gagal coba baca;3.0;1.0
1419;1419;uang top sumsel status sekali sama saldo rb qris pakai nama masuk laku kembali hasil dana besar bank;3.0;1.0
1420;1420;melulu kapan error bagus;3.0;1.0
1421;1421;transaksi tidak dri;3.0;4.0
1422;1422;transfer tidak terus mbanking kemaren ganggu dri;3.0;2.0
1423;1423;transfer transaksi sumsel sama saldo rekening qris parah masa laku kurang kemudian isi guna gagal digital biaya bank banget babel admin;3.0;1.0
1424;1424;terang temu gak data aktivasi;3.0;1.0
1425;1425;transfer terus sudah sama lalu hari hapus bsb apa;3.0;1.0
1426;1426;ulang udah tidak tetep sangat mau masak kecewa download daftar apknya akun aja;3.0;1.0
1427;1427;best;3.0;5.0
1428;1428;tanggap pakai jadi banyak aplikasi;0.0;1.0
1429;1429;puas;3.0;5.0
1431;1431;transaksi tidak status padahal online nih mutasi link liat lancar la kalo jaring internet eh dikit buka bsb biso;3.0;3.0
1432;1432;utama tunggu transfer transaksi tlg tidak samsung kata hp hari baik akhir;2.0;3.0
1433;1433;transfer transaksi tidak saldo pulsa padahal mobile masuk liat kurang kecewa kalian kalau jangan ilang hati guna buat banking;3.0;1.0
1434;1434;transfer sering selalu ganggu eror aplikasi alami;3.0;3.0
1435;1435;tulis terus tapi sy sm sandi rekening pa nomer nih nama masukin masalah masak kecewa kartu hp dong blokir baik akun;3.0;1.0
1436;1436;update segera lelet dak baru baik aplikasi;0.0;1.0
1437;1437;aplikasi;0.0;1.0
1438;1438;makin jaya;3.0;5.0
1439;1439;sangat best bantu aplikasi;1.0;5.0
1440;1440;jelas dak;3.0;1.0
1441;1441;tidak sama nih masa kan gimana bank aja;3.0;2.0
1442;1442;transfer susah ribet kalau bener aja;3.0;1.0
1443;1443;sangat manfaat;1.0;5.0
1444;1444;senang;3.0;5.0
1445;1445;udah transaksi tidak hari;3.0;1.0
1446;1446;tingkat terus sangat baik aman;2.0;4.0
1447;1447;mantap;1.0;5.0
1448;1448;wallet transaksi top sedikit sangat kurang fitur bank;1.0;4.0
1449;1449;lot aplikasi;0.0;1.0
1450;1450;sukses manfaat makin maju babel aplikasi;0.0;5.0
1451;1451;transaksi tiba sendiri selalu minta log ganggu erorr bank baik;3.0;1.0
1452;1452;tidak sumpah sekali sama repot malah jelas error bikin banyak bantu banget;3.0;1.0
1453;1453;tlg perhati lagi kurang aplikasi;0.0;1.0
1454;1454;transaksi punya mudah mbanking masuk login kasih buat biar;3.0;5.0
1455;1455;good;1.0;4.0
1456;1456;mantap;1.0;5.0
1457;1457;ribet pake otp mulu mau kode kalau;3.0;3.0
1458;1458;sangat bantu;1.0;4.0
1459;1459;mau lot kirim jadi banget;3.0;1.0
1460;1460;terang sistem selalu masalah jadi android;3.0;4.0
1461;1461;aplikasi;0.0;1.0
1462;1462;bagus;1.0;5.0
1463;1463;update tidak mentok aplikasi;0.0;1.0
1464;1464;pacak mobile lah kalo dak bsb biso banking aktifasi admin;3.0;5.0
1465;1465;virtual tambah pay bayar bagus;3.0;4.0
1466;1466;sekali mudah;1.0;5.0
1467;1467;update ribet mutu gak dikit beda bank;3.0;1.0
1468;1468;sangat bantu;1.0;5.0
1469;1469;transfer tak sumsel semua sama punya perlu pakai orang nama mbanking email depan bank babel;3.0;4.0
1470;1470;tuju transfer transaksi tidak tiap terus rekening masuk kali ganggu debet beberapa;3.0;1.0
1471;1471;terus sayang sangat praktis memang diupdate bantu aplikasi;1.0;4.0
1472;1472;yaa uang selalu pulsa pemberitahuan ngga minta masuk lapor keluar kalau;3.0;3.0
1473;1473;update transfer skrg pa minta lgi kecewa jd error diupdate banget atm aplikasi;3.0;1.0
1474;1474;tlg tidak paket lot kok dong cuma buka banyak aplikasi admin;0.0;2.0
1475;1475;ngak;3.0;5.0
1476;1476;mantab;3.0;5.0
1477;1477;mantap;1.0;5.0
1478;1478;transfer tiap sudah sistem selalu rek pdhl nomor mudah mau malah lama kesel gagal daftar bikin biar bener banking baik;3.0;1.0
1479;1479;terimakasih sumsel sangat nasabah layan bank baik atas;2.0;5.0
1480;1480;mudah ak;1.0;5.0
1481;1481;yang uang transfer transaksi tlg tapi tak satu sama ribet rekening pin otp mudah mau malam lebih lah kembali keluar kalau kadang hr gak eror bulan bolak baru banyak bank balik baik aplikasi;3.0;1.0
1482;1482;terus ribet login loading lama;3.0;1.0
1483;1483;sangat baik;2.0;5.0
1484;1484;mantap biasa;1.0;5.0
1485;1485;mudah guna;1.0;5.0
1486;1486;nian bank;3.0;5.0
1487;1487;manfaat lebih banyak;3.0;3.0
1488;1488;tuju terlalu rek nomor dulu;3.0;4.0
1489;1489;sangat baik;2.0;5.0
1490;1490;transaksi sekali sangat bantu;1.0;5.0
1491;1491;suka lot;3.0;3.0
1492;1492;uang prose pakai nunggu lama kalau jangan hari cepat;3.0;1.0
1493;1493;good;1.0;5.0
1494;1494;sangat bantu;1.0;5.0
1495;1495;update tuju transaksi tiap terus tambah server selalu saldo rugi pihak pake padahal mau malam lot libur layan kenapa kalau hari dulu dengan cm cepat cek bulan biar benar baik bagus aplikasi aja abis;3.0;3.0
1496;1496;transaksi sumsel sangat guna bsb bantu aplikasi;1.0;4.0
1497;1497;udah mulu error bank aplikasi;0.0;2.0
1498;1498;transaksi mudah lebih jadi cepat;1.0;5.0
1499;1499;terus sinyal ngga masuk lot baik;3.0;1.0
1500;1500;bagus;1.0;5.0
1501;1501;tak semua selesai sangat rumah perlu ngantri mau cukup bayar bantu bank aplikasi;1.0;5.0
1502;1502;lumayan;3.0;3.0
1503;1503;bagus;1.0;5.0
1504;1504;keren;3.0;5.0
1505;1505;tu ribet kurang kayak canggih bca apknya;3.0;1.0
1506;1506;ribet pindah minta mana gak bank aplikasi aktivasi;0.0;1.0
1507;1507;sangat cepat bantu;1.0;5.0
1508;1508;sekali manfaat;3.0;5.0
1509;1509;tarik;3.0;4.0
1510;1510;mantap;1.0;5.0
1511;1511;topup tlong tambah dong dana;3.0;3.0
1512;1512;tingkat terus kualitas baik;2.0;5.0
1513;1513;top mudah lancar gopay dong coba;3.0;5.0
1514;1514;manfaat bagus aplikasi;0.0;5.0
1515;1515;mudah guna;1.0;5.0
1516;1516;urus uang sumsel pakai mudah bank aplikasi;0.0;4.0
1517;1517;sangat bantu;1.0;5.0
1518;1518;update tlong tingkat sering saldo potong paket padahal gagal bsb beli baru aplikasi;0.0;2.0
1519;1519;mantap;1.0;5.0
1520;1520;tidak jelas;3.0;1.0
1521;1521;cukup bantu;1.0;5.0
1522;1522;transaksi sangat online nasabah bantu;1.0;5.0
1523;1523;kasih;3.0;1.0
1524;1524;untuk tahu sangat saldo mudah mobile mbangking lebih la ada;1.0;5.0
1525;1525;keren;3.0;5.0
1526;1526;transfer lengkap fitur bayar aplikasi;0.0;1.0
1527;1527;lebih baik;2.0;4.0
1528;1528;tambah listrik lain fitur contoh bayar;3.0;3.0
1529;1529;mau dulu coba aplikasi;0.0;3.0
1530;1530;menu masa lain kalah jauh dong banyak bank;3.0;1.0
1531;1531;simpel sayang kurang;3.0;5.0
1532;1532;tagih sayang lumayan listrik bayar;3.0;4.0
1533;1533;lumayan jelek;3.0;2.0
1534;1534;yang transaksi tidak mudah lain keren kalah dengan bantu bank aplikasi;1.0;5.0
1535;1535;bagus;1.0;5.0
1536;1536;mudah lebih jd ak;3.0;5.0
1537;1537;uang transaksi sangat notifikasi mudah masuk bantu;1.0;5.0
1538;1538;puas;3.0;4.0
1540;1540;yang terus tadi seluruh satu pake nasabah lot lama kembang jelek ini hampir gak gagal enak buat bintang beri banyak banget bagus aplikasi aja;0.0;1.0
1541;1541;yang tiba tau sandi salah padahal mbanking masukin ku kode blokir;3.0;4.0
1542;1542;tranfer tidak sangat dlm bank;3.0;3.0
1543;1543;transfer tanggal selalu pa mau gaji gagal dn;3.0;1.0
1544;1544;tidak susah sampah saldo pulsa mbanking masuk mana lalu kurang isi benar;3.0;1.0
1545;1545;butuh banyak baik;2.0;3.0
1546;1546;transaksi mantap lebih fitur depan banyak aplikasi;1.0;5.0
1547;1547;luar biasa aplikasi;0.0;5.0
1548;1548;muas;3.0;5.0
1549;1549;mudah cepat;1.0;5.0
1550;1550;transfer saldo mau kecewa gak donk cm cek baik aplikasi aja;0.0;1.0
1551;1551;sangat bantu;1.0;5.0
1552;1552;uang transaksi payah mau kurang gagal aplikasi;0.0;1.0
1553;1553;tuju transfer tambah rekening fitur daftar;3.0;3.0
1554;1554;maju bagus;1.0;5.0
1555;1555;lot;3.0;1.0
1556;1556;muas;3.0;5.0
1557;1557;temu sampah nomor masukin malah kartu data atm aktivasi;3.0;1.0
1558;1558;makin baik;2.0;5.0
1559;1559;oke;3.0;5.0
1560;1560;tidak terus temu tabung sumsel soal rating padahal mau masuk kasih data bintang bagaimana babel aku;3.0;1.0
1561;1561;tak sekali sangat respon perintah mobile malu keluh guna dana daerah buruk buat bata banyak bank aplikasi;0.0;1.0
1562;1562;baik;2.0;4.0
1563;1563;tuju temu suruh sinyal ribet rekening periksa pemberitahuan parah pakek padahal nomor ngak mau malah lama lalu kuota ku kalo jaring fungsi download data bolak banyak bank banget balik aplikasi aktivasi;3.0;1.0
1564;1564;si padahal jelek blokir benar;3.0;1.0
1565;1565;baru;3.0;3.0
1566;1566;bagus;1.0;5.0
1567;1567;sekarang sangat mobile kok gak buka bantu banking aplikasi;0.0;5.0
1568;1568;baik;2.0;5.0
1569;1569;bagus;1.0;5.0
1570;1570;sangat muas;1.0;5.0
1571;1571;transaksi sering prose potong otomatis gagal dana;3.0;1.0
1572;1572;mantap;1.0;5.0
1573;1573;temu error data aktifasi;3.0;1.0
1574;1574;udah tidak selalu sangat ribet puas mbankingnya mau masalah jawab hubung call aktivasi;3.0;1.0
1575;1575;terlalu sangat ribet kualitas;1.0;1.0
1576;1576;mantap;1.0;5.0
1577;1577;good cepat banget;1.0;5.0
1578;1578;yang ulas tunggu transaksi terus terima sumsel sm simple sampe otp ny nomor mudah mohon liat lebih lama lagi kode kasih kalo jadi enak blm biar bank baik aplikasi;3.0;2.0
1579;1579;yang uang tetap tarik tanggal sumsel sistem sekarang sangat saldo rugi manfaat mandiri lapor kurang kembali keluar kecewa kalau jt jadi hilang ganggu eror buruk bca bank atm aneh;3.0;1.0
1580;1580;transaksi saldo potong kembali gagal aplikasi;0.0;1.0
1581;1581;update susah lot;3.0;1.0
1582;1582;mantap;1.0;5.0
1583;1583;lah keren;3.0;5.0
1584;1584;temu segera rekening punya pakai padahal nomor mohon mau malah kartu data belum baik aktivasi;3.0;1.0
1585;1585;ulang tiap silah selalu ribet nih mau login laku kali bener aplikasi aktivasi;3.0;3.0
1586;1586;yang update udah tuju transfer tanggal sistem sedikit ribet rek nomor mudah mohon mesti mbangking mau masuk kan kali dulu depan cuma bank bagus;3.0;4.0
1587;1587;sering padahal ngga lot banget;3.0;3.0
1588;1588;ulang pihak masuk jaring blokir akun akhir;3.0;1.0
1589;1589;yang manfaat aplikasi;0.0;5.0
1590;1590;ulang terus minta aktivasi;3.0;1.0
1591;1591;yang transaksi tingkat pln mudah lagi kan bayar;3.0;5.0
1592;1592;update udah solusi sinyal paket hari gak coba;3.0;4.0
1593;1593;tingkat praktis mudah lgi lebih bagus;1.0;4.0
1595;1595;nyata kata buat bayar;3.0;1.0
1596;1596;lancar;3.0;5.0
1598;1598;banget;3.0;5.0
1599;1599;lelet;3.0;1.0
1600;1600;sering ribet mobile malam lebih eror banking;3.0;2.0
1601;1601;mantap betul aplikasi;0.0;5.0
1602;1602;sangat kan ini bantu akun;1.0;1.0
1603;1603;sangat muas layan;1.0;5.0
1604;1604;update susah sekali aplikasi;0.0;1.0
1605;1605;top banget;3.0;5.0
1606;1606;sangat bantu;1.0;5.0
1607;1607;token tambah oke listrik biar beli aplikasi;3.0;3.0
1608;1608;jalan baik appnya;2.0;5.0
1609;1609;yang tutup tunggu transfer susah suruh sistem sering saldo pulsa potong pemberitahuan parah pakek ngabisin mending masuk lelet kerja karna jelek hubung hari gaji gagal csnya centernya call bank aja;3.0;1.0
1610;1610;update super lot;3.0;5.0
1611;1611;mudah;1.0;5.0
1612;1612;sangat bantu;1.0;5.0
1613;1613;tambah muda;3.0;5.0
1614;1614;login;3.0;1.0
1615;1615;sulit mau lihat kali jaring;3.0;1.0
1616;1616;tidak tengah online malam hari ak;3.0;1.0
1617;1617;transfer sulit minggu mau karna jd hari buka aplikasi;0.0;1.0
1618;1618;urus upgrade sinyal selalu sekali penting padahal malah gagal bukak bagus;3.0;1.0
1619;1619;padahal min masalah jaring;3.0;1.0
1620;1620;transaksi sampe padahal masuk ket kendala kenapa jdi jaring hari bagus;3.0;1.0
1621;1621;lelet berat aplikasi;0.0;1.0
1622;1622;yang sy guna buruk banking;3.0;1.0
1623;1623;transaksi sangat bantu;1.0;5.0
1624;1624;tlg mulu ganggu baik;2.0;1.0
1625;1625;tulis sinyal mobile masuk masalah lancar harap buka bsb baik aplikasi akun;0.0;1.0
1626;1626;transfer tidak terus mau mana malah jangan gimana gagal diupdate buka baik aplikasi aj admin;3.0;1.0
1627;1627;bagus;1.0;5.0
1628;1628;mulu lot loading lancar jam gak app;3.0;1.0
1629;1629;paham cukup;3.0;5.0
1630;1630;susah ribet;3.0;1.0
1631;1631;transaksi tidak suruh servernya sering malam lagi kalau bagus;3.0;4.0
1632;1632;baik;2.0;4.0
1633;1633;mantul;3.0;5.0
1634;1634;sangat bantu;1.0;5.0
1635;1635;mantap;1.0;5.0
1636;1636;transfer tidak terimakasih tau susah sumsel soal mudah mohon minta min mau maaf lebih kemaren kalo guna gitu bri blokir belum bank baik ampun alam aja;3.0;1.0
1637;1637;transaksi tingkat tak sumsel ribet pakai nomor nasabah mungkin memang jaring bsb bikin bank baharu aman;3.0;5.0
1638;1638;segala kerja cepat bantu;1.0;5.0
1639;1639;lelet;3.0;2.0
1640;1640;mantap;1.0;5.0
1641;1641;dannyaman aman;3.0;5.0
1642;1642;update terus;3.0;1.0
1644;1644;sangat muas;1.0;5.0
1645;1645;transaksi mudah lebih;1.0;5.0
1646;1646;oke;3.0;5.0
1647;1647;sangat bantu;1.0;5.0
1648;1648;ribet aplikasi;0.0;1.0
1649;1649;tambah pulsa pln perlu cukup bayar baik aplikasi;0.0;5.0
1650;1650;simpel muas;3.0;4.0
1651;1651;yang smga perlu orang makin dengan;3.0;4.0
1652;1652;parah layan;3.0;1.0
1653;1653;transaksi sangat mudah baik;2.0;5.0
1654;1654;sangat bantu;1.0;5.0
1655;1655;sekali sangat bantu;1.0;5.0
1656;1656;sekali bagus;1.0;5.0
1658;1658;listrik gak bayar;3.0;4.0
1659;1659;bsb baik;2.0;5.0
1660;1660;puas aplikasi;0.0;5.0
1661;1661;muda dn cepat;3.0;5.0
1662;1662;good app;1.0;5.0
1663;1663;sangat bantu;1.0;5.0
1664;1664;parah lot lelet;3.0;1.0
1665;1665;baik;2.0;5.0
1666;1666;yang transaksi tidak keluar good bantu alhamdulillah;1.0;5.0
1667;1667;uang transaksi tau sangat puas masuk keluar karna bagus;1.0;5.0
1668;1668;mantab;3.0;5.0
1669;1669;mantap;1.0;5.0
1670;1670;sangat bantu baik aplikasi;2.0;5.0
1671;1671;sangat bantu;1.0;5.0
1672;1672;bagus;1.0;5.0
1673;1673;sangat muas layan;1.0;5.0
1674;1674;transaksi sangat bantu;1.0;4.0
1675;1675;bantu;1.0;5.0
1676;1676;mantap;1.0;5.0
1677;1677;update sering minta;3.0;4.0
1678;1678;tarik sandi salah lengkap kurang isi fitur blokir baru akun;3.0;1.0
1679;1679;mudah mbanking guna bri;3.0;1.0
1680;1680;udah tim telpon sandi salah ribet praktis pikir parah pake nih mobile masuk masalah male malah krn kerja kantor kalo kali dah csnya cabang bukan buat bsb blokir banking bank aplikasi aja;3.0;1.0
1681;1681;tiap salah ribet pin otp mau masukin blokir;3.0;1.0
1682;1682;yang transaksi tlg salah rugi pakai nasabah lancar kalau jg jaring developer buruk berat bank baik aplikasi ada;0.0;1.0
1683;1683;tulis pa mau login kok error baru;3.0;1.0
1684;1684;tidak tengah tau soal saldo ngecek masuk hp cm buat aplikasi apa aja;3.0;1.0
1685;1685;sering sama menu masak lain kalah jauh ganggu bank aja;3.0;1.0
1686;1686;tidak telpon pa nomor mbanking kalau jangan dari center call bener awal angkat;3.0;1.0
1687;1687;uang transfer terus saldo parah pa mulu mau malah kurang gilir error cek banget;3.0;1.0
1688;1688;uang tarik semua sangat keluar kecewa gak;3.0;1.0
1689;1689;tolol aplikasi;0.0;1.0
1690;1690;udah temu tapi registrasi malah kok kenapa data;3.0;1.0
1691;1691;ulang padahal guna akun aktivasi;3.0;1.0
1692;1692;untk transfer segera saldo moga mbankingnya mbanking kecewa jdi dari cek baik;3.0;3.0
1693;1693;transaksi sm qris pernah pake otp masuk bayar anehh;3.0;1.0
1694;1694;tingkat mohon layan;3.0;1.0
1695;1695;sangat bagus aplikasi;1.0;5.0
1696;1696;waktu ujung tranfer tingkat tinggal terus segala saldo salah ribet prose praktis pikir pakai otpnya otp orang mutu mungkin minta mau masuk malah lupa layan kode kena kan kalau jelek gak dekat cuma cek cabang buat blokir banking banget atm aplikasi antri ala aktif;3.0;1.0
1697;1697;wallet transfer topup tlong tidak sy respon rata percuma mudah menu mau lama krn kok kalau jg gin dong cm buka bsb bintang aja;3.0;1.0
1698;1698;usah ujung udah transfer tapi ribet otp masukin malah kode kayak kalo jelas gin gak gagal eh daerah blokir bikin bank banget akun;3.0;1.0
1699;1699;sangat bantu;1.0;5.0
1700;1700;ulang tiap suruh ribet log aplikasi aktivasi;0.0;1.0
1701;1701;pulsa isi gak cuma;3.0;1.0
1702;1702;tidak aktifasi;3.0;1.0
1703;1703;sangat mantap bantu;1.0;5.0
1704;1704;sumsel sangat saldo mbangking masuk laku kurang kacau isi gak dana babel;3.0;1.0
1705;1705;yang udah tidak tapi sy sm si parah pake padahal org masuk malah logout login liat lagi komentar jd id coba blokir bener banking balik akun;3.0;1.0
1706;1706;udah transfer saldo minggu masuk kurang hampir gimana ganggu gak apa;3.0;1.0
1707;1707;transfer tingkat tetap sama salah prose pihak mau maaf kata kait hasil guna gagal fiturnya bukan bank baik atau aplikasi apa;3.0;1.0
1708;1708;ulang udah suruh sangat pa login kecewa jam gak eror buat berapa baru banking banget aplikasi aktivasi;3.0;1.0
1709;1709;top kok kak dong dana buat;3.0;5.0
1710;1710;tingkat layan baik;2.0;5.0
1711;1711;guna baik aplikasi apa aktivasi;0.0;1.0
1712;1712;ulang terus aktivasi;3.0;1.0
1713;1713;tidak tau tarik rb potong pihak pegawai pdahal narik malah makan la kerja kalo gaji enak cuma cukup bulan buat bank atm aja;3.0;1.0
1714;1714;ribet lengkap buruk;3.0;1.0
1715;1715;ribet baik aplikasi;2.0;1.0
1716;1716;transfer mulu mau kalau error;3.0;1.0
1717;1717;mobile good banking;1.0;5.0
1718;1718;yang susah semua operasi lambat konsumen komentar emang developer bagus baca apknya apa aja;3.0;1.0
1719;1719;tidak produk masa gagal daftar;3.0;1.0
1720;1720;sumsel sukses moga;3.0;5.0
1721;1721;transfer tambah sumsel sekarang saldo potong parah mobile lebih kali hari gagal bulan bsb balik babel apa;3.0;1.0
1722;1722;tadi susah mudah mau masuk malah kok ini gimana gak buka aplikasi;0.0;1.0
1723;1723;waktu tiba terus mau masak login kantor gak aja;3.0;3.0
1724;1724;pulsa masuk lewat ilang gak duit beli aplikasi;0.0;1.0
1725;1725;yang terus telpon sesuai saldo ribet rasa lewat kurang komentar kirim kembali kasih kalo kali isi gak gagal dana csnya bsb beri apa;3.0;1.0
1726;1726;erorr;3.0;1.0
1727;1727;sm mudah moga makin;3.0;2.0
1728;1728;tidak tapi sih cm;3.0;3.0
1729;1729;terima susah sulit nih mulu mudah masuk malah jgn gaji error dong bukan bener baik aja;2.0;1.0
1730;1730;token tambah listrik lebih kalo fitur cukup beli bayar baik;3.0;4.0
1731;1731;top tidak ribet pilih menu mau klu isi digital;3.0;2.0
1733;1733;uang transfer tidak susah selalu saldo pulsa pernah mobile masuk lapor lalu kerja kasi karna kali jangan isi gagal debet cm call buat bintang banyak bangking baik bahkan apa angkat aktif;3.0;1.0
1734;1734;yang pernah pakai buruk bank aplikasi;0.0;1.0
1735;1735;sering sendiri logout;3.0;1.0
1736;1736;mantap;1.0;5.0
1737;1737;transfer sering ribet operasi mbangking lebih eror enggak dekat bank baik aplikasi;3.0;1.0
1738;1738;top ribet mau lama kecewa banget aja;3.0;1.0
1739;1739;yang tidak niat mbanking mau kalah dengan aplikasi;0.0;1.0
1740;1740;good;1.0;5.0
1741;1741;cepat;3.0;5.0
1742;1742;versi update tim sering sekali saat perhati ny mudah moga lebih lama kurang kembang error aman;3.0;3.0
